Go.	Geh.
Tom may be out.	Tom ist vielleicht draußen.
Tom may be out.	Tom ist vielleicht ausgegangen.
Tom may change.	Tom kann sich ändern.
Tom means well.	Tom meint es gut.
Tom meant that.	Tom meinte das.
Tom meant well.	Tom hat es gut gemeint.
Tom might come.	Tom kommt vielleicht.
Tom might know.	Vielleicht weiß es Tom.
Tom might talk.	Tom könnte reden.
Tom might wait.	Tom könnte warten.
Tom misled you.	Tom hat dich in die Irre geführt.
Tom missed you.	Tom hat dich vermisst.
Tom moved away.	Tom ist weggezogen.
Tom needed you.	Tom hat dich gebraucht.
Tom needs Mary.	Tom braucht Maria.
Tom needs help.	Tom braucht Hilfe.
Tom needs hope.	Tom braucht Hoffnung.
Tom needs more.	Tom braucht mehr.
Tom needs rest.	Tom braucht Ruhe.
Tom needs that.	Tom braucht das.
Tom needs this.	Tom braucht das.
Tom needs time.	Tom braucht Zeit.
Tom needs work.	Tom braucht Arbeit.
Tom never came.	Tom ist nie gekommen.
Tom never left.	Tom ist nie gegangen.
Tom never lied.	Tom hat nie gelogen.
Tom never lies.	Tom lügt nie.
Tom never wins.	Tom gewinnt nie.
Tom nodded yes.	Tom nickte ja.
Tom often wins.	Tom gewinnt oft.
Tom owns a bar.	Tom ist Besitzer einer Bar.
Tom owns a bar.	Tom besitzt eine Bar.
Tom owns a car.	Tom besitzt ein Auto.
Tom passed out.	Tom wurde ohnmächtig.
Tom passed out.	Tom fiel in Ohnmacht.
Tom passed out.	Tom wurde bewusstlos.
Tom passed out.	Tom verlor das Bewusstsein.
Tom passed out.	Tom hat das Bewusstsein verloren.
Tom pinched me.	Tom hat mich gezwickt.
Tom punched me.	Tom hat mich geschlagen.
Tom ran inside.	Tom rannte nach innen.
Tom read a lot.	Tom las viel.
Tom read a lot.	Tom hat viel gelesen.
Tom remembered.	Tom erinnerte sich.
Tom rescued me.	Tom hat mich gerettet.
Tom rewrote it.	Tom hat es umgeschrieben.
Tom rose to go.	Tom stand auf um zu gehen.
Tom rushed off.	Tom eilte davon.
Tom said hello.	Tom sagte Hallo.
Tom sat calmly.	Tom saß ruhig da.
Tom sat nearby.	Tom saß in der Nähe.
Tom saw a wolf.	Tom hat einen Wolf gesehen.
Tom saw a wolf.	Tom sah einen Wolf.
Tom says hello.	Ich soll dich von Tom grüßen.
Tom says hello.	Tom lässt dich grüßen.
Tom seemed mad.	Tom schien verrückt zu sein.
Tom seemed sad.	Tom schien traurig zu sein.
Tom seemed shy.	Tom schien schüchtern zu sein.
Tom seems busy.	Es scheint, dass Tom beschäftigt ist.
Tom seems busy.	Tom ist, scheint’s, beschäftigt.
Tom seems busy.	Tom ist anscheinend beschäftigt.
Tom seems busy.	Tom scheint beschäftigt zu sein.
Tom seems calm.	Tom scheint ruhig zu sein.
Tom seems fair.	Tom scheint fair zu sein.
Tom seems fine.	Tom scheint in Ordnung zu sein.
Tom seems kind.	Tom scheint nett zu sein.
Tom seems lost.	Tom scheint verloren zu sein.
Tom seems mean.	Tom scheint gemein zu sein.
Tom seems nice.	Tom macht einen netten Eindruck.
Tom seems sick.	Tom scheint krank zu sein.
Tom seems wise.	Tom scheint gescheit zu sein.
Tom sells cars.	Tom verkauft Autos.
Tom set a trap.	Tom stellte eine Falle.
Tom shot a gun.	Tom gab einen Schuss ab.
Tom shot at me.	Tom schoss auf mich.
Tom shot twice.	Tom hat zweimal geschossen.
Tom should eat.	Tom sollte essen.
Tom should run.	Tom sollte laufen.
Tom should win.	Tom sollte gewinnen.
Tom sings well.	Tom kann gut singen.
Tom slapped me.	Tom hat mich geschlagen.
Tom slept late.	Tom verschlief.
Tom smelled it.	Tom hat das gerochen.
Tom smells bad.	Tom riecht schlecht.
Tom sounds mad.	Tom klingt verrückt.
Tom sounds sad.	Tom klingt traurig.
Tom stabbed me.	Tom hat mich gestochen.
Tom stabbed me.	Tom hat mich niedergestochen.
Tom started it.	Tom hat es gestartet.
Tom started it.	Tom hat das angefangen.
Tom stayed put.	Tom blieb still.
Tom stood back.	Tom sah tatenlos zu.
Tom stood back.	Tom blieb im Hintergrund.
Tom stood, too.	Tom stand auch auf.
Tom stopped by.	Tom kam vorbei.
Tom stopped it.	Tom hielt es an.
Tom stopped it.	Tom hat es gestoppt.
Tom stopped me.	Tom hat mich zurückgehalten.
Tom stopped me.	Tom hat mich gestoppt.
Tom swims here.	Tom schwimmt hier.
Tom swims well.	Tom schwimmt gut.
Tom talks fast.	Tom redet schnell.
Tom talks fast.	Tom spricht schnell.
Tom tells lies.	Tom erzählt Lügen.
Tom told on me.	Tom hat mich verpetzt.
Tom took a cab.	Tom nahm sich ein Taxi.
Tom took a nap.	Tom machte ein Nickerchen.
Tom took cover.	Tom ging in Deckung.
Tom took notes.	Tom machte sich Notizen.
Tom took risks.	Tom ging Risiken ein.
Tom tricked me.	Tom hat mich hereingelegt.
Tom tricked me.	Tom hat mich hinters Licht geführt.
Tom tried that.	Tom hat das versucht.
Tom tries hard.	Tom gibt sich große Mühe.
Tom trusted me.	Tom vertraute mir.
Tom trusts her.	Tom vertraut ihr.
Tom trusts him.	Tom vertraut ihm.
Tom trusts you.	Tom vertraut dir.
Tom trusts you.	Tom vertraut Ihnen.
Tom trusts you.	Tom vertraut euch.
Tom turned red.	Tom wurde rot.
Tom understood.	Tom hat verstanden.
Tom volunteers.	Tom meldet sich freiwillig.
Tom walked off.	Tom ging weg.
Tom walked out.	Tom ging raus.
Tom walks fast.	Tom geht schnell.
Tom wanted out.	Tom wollte raus.
Tom wants Mary.	Tom will Maria.
Tom wants kids.	Tom will Kinder.
Tom wants more.	Tom will mehr.
Tom wants that.	Tom will das haben.
Tom wants this.	Tom will das.
Tom warned him.	Tom hat ihn gewarnt.
Tom warned you.	Tom hat dich gewarnt.
Tom was a hero.	Tom war ein Held.
Tom was a jerk.	Tom war ein Narr.
Tom was a mess.	Tom war ein Chaot.
Tom was abroad.	Tom war im Ausland.
Tom was absent.	Tom war abwesend.
Tom was amazed.	Tom war von den Socken.
Tom was amused.	Tom war amüsiert.
Tom was asleep.	Tom hat geschlafen.
Tom was beaten.	Tom war geschlagen.
Tom was better.	Tom war besser.
Tom was biased.	Tom war voreingenommen.
Tom was boring.	Tom war langweilig.
Tom was bright.	Tom war gescheit.
Tom was caught.	Tom wurde erwischt.
Tom was clever.	Tom war clever.
Tom was clever.	Tom war klug.
Tom was crafty.	Tom war schlau.
Tom was cranky.	Tom war launisch.
Tom was crying.	Tom weinte.
Tom was crying.	Tom heulte.
Tom was crying.	Tom flennte.
Tom was eating.	Tom hat gegessen.
Tom was famous.	Tom war berühmt.
Tom was framed.	Tom wurde reingelegt.
Tom was fuming.	Tom war wütend.
Tom was gentle.	Tom war sanft.
Tom was greedy.	Tom war gierig.
Tom was grumpy.	Tom war mürrisch.
Tom was guilty.	Tom war schuldig.
Tom was heroic.	Tom war heldenhaft.
Tom was honest.	Tom war ehrlich.
Tom was humble.	Tom war bescheiden.
Tom was hungry.	Tom war hungrig.
Tom was insane.	Tom war verrückt.
Tom was inside.	Tom war drinnen.
Tom was joking.	Tom machte Witze.
Tom was killed.	Tom wurde umgebracht.
Tom was lonely.	Tom war einsam.
Tom was mugged.	Tom wurde überfallen.
Tom was mugged.	Tom wurde ausgeraubt.
Tom was mugged.	Tom ist ausgeraubt worden.
Tom was mugged.	Tom ist überfallen worden.
Tom was polite.	Tom war höflich.
Tom was robbed.	Tom wurde ausgeraubt.
Tom was ruined.	Tom war ruiniert.
Tom was scared.	Tom bekam es mit der Angst zu tun.
Tom was second.	Tom war Zweiter.
Tom was sewing.	Tom war am Nähen.
Tom was sewing.	Tom nähte.
Tom was shaken.	Tom war erschüttert.
Tom was silent.	Tom war still.
Tom was skiing.	Tom war Skifahren.
Tom was skinny.	Tom war mager.
Tom was sleepy.	Tom war müde.
Tom was sneaky.	Tom war hinterhältig.
Tom was square.	Tom war ein Spießer.
Tom was stoned.	Tom war bekifft.
Tom was strong.	Tom war stark.
Tom was stupid.	Tom war dumm.
Tom was thirty.	Tom war dreißig.
Tom was touchy.	Tom war empfindlich.
Tom was unfair.	Tom war unfair.
Tom was unhurt.	Tom war unverletzt.
Tom was unkind.	Tom war nicht nett.
Tom was untidy.	Tom war unordentlich.
Tom wasn't bad.	Tom war nicht schlecht.
Tom wasn't fat.	Tom war nicht dick.
Tom wasn't ill.	Tom war nicht krank.
Tom wasn't mad.	Tom war nicht sauer.
Tom wasn't sad.	Tom war nicht traurig.
Tom wasn't shy.	Tom war nicht schüchtern.
Tom wasn't wet.	Tom war nicht nass.
Tom went alone.	Tom ging alleine.
Tom went blind.	Tom erblindete.
Tom went crazy.	Tom wurde verrückt.
Tom went first.	Tom ging zuerst.
Tom will agree.	Tom wird zustimmen.
Tom will check.	Tom wird es überprüfen.
Tom will dance.	Tom wird tanzen.
Tom will do it.	Tom wird es tun.
Tom will drive.	Tom wird fahren.
Tom will fight.	Tom wird kämpfen.
Tom will hurry.	Tom wird sich beeilen.
Tom will share.	Tom wird teilen.
Tom will shoot.	Tom wird schießen.
Tom will speak.	Tom wird sprechen.
Tom will start.	Tom wird anfangen.
Tom will start.	Tom fängt an.
Tom won't bite.	Tom wird nicht beißen.
Tom won't care.	Tom wird es egal sein.
Tom won't come.	Tom wird nicht kommen.
Tom won't deal.	Tom wird nicht verhandeln.
Tom won't help.	Tom wird nicht helfen.
Tom won't know.	Tom wird es nicht wissen.
Tom won't lose.	Tom wird nicht verlieren.
Tom won't mind.	Tom wird nichts dagegen haben.
Tom won't sing.	Tom wird nicht singen.
Tom won't stay.	Tom wird nicht bleiben.
Tom won't stop.	Tom wird nicht aufhören.
Tom won't talk.	Tom wird nicht reden.
Tom won't wait.	Tom wird nicht warten.
Tom wore a hat.	Tom trug einen Hut.
Tom works fast.	Tom arbeitet schnell.
Tom works hard.	Tom arbeitet eifrig.
Tom works here.	Tom arbeitet hier.
Tom would know.	Tom würde es wissen.
Tom would wait.	Tom würde warten.
Tom zoomed out.	Tom zoomte raus.
Tom'll improve.	Tom wird sich verbessern.
Tom'll succeed.	Tom wird Erfolg haben.
Tom's Canadian.	Tom ist Kanadier.
Tom's a grouch.	Tom ist ein Miesepeter.
Tom's a threat.	Tom ist eine Gefahr.
Tom's bleeding.	Tom blutet.
Tom's charming.	Tom ist bezaubernd.
Tom's cheating.	Tom betrügt.
Tom's cheating.	Tom schummelt.
Tom's cheating.	Tom mogelt.
Tom's cheerful.	Tom ist gut gelaunt.
Tom's confused.	Tom ist verwirrt.
Tom's diabetic.	Tom ist Diabetiker.
Tom's divorced.	Tom ist geschieden.
Tom's doing OK.	Tom geht es gut.
Tom's fearless.	Tom ist furchtlos.
Tom's finished.	Tom ist am Ende.
Tom's finished.	Tom ist fix und fertig.
Tom's grieving.	Tom trauert.
Tom's grinning.	Tom ist am Grinsen.
Tom's harmless.	Tom ist harmlos.
Tom's homeless.	Tom ist obdachlos.
Tom's hungover.	Tom ist verkatert.
Tom's in there.	Tom ist da drinnen.
Tom's innocent.	Tom ist unschuldig.
Tom's laughing.	Tom lacht.
Tom's not busy.	Tom ist nicht beschäftigt.
Tom's not here.	Tom ist nicht hier.
Tom's not home.	Tom ist nicht zu Hause.
Tom's not sick.	Tom ist nicht krank.
Tom's not weak.	Tom ist nicht schwach.
Tom's out cold.	Tom ist bewusstlos.
Tom's resigned.	Tom ist zurückgetreten.
Tom's returned.	Tom ist zurückgekommen.
Tom's sleeping.	Tom schläft.
Tom's stalling.	Tom zögert.
Tom's stranded.	Tom ist mittellos.
Tom's studying.	Tom studiert.
Tom's swimming.	Tom schwimmt.
Tom's terrific.	Tom ist großartig.
Tom's the boss.	Tom ist der Boss.
Tom's unstable.	Tom ist labil.
Tom's upstairs.	Tom ist oben.
Tom's very sad.	Tom ist sehr traurig.
Tom's watching.	Tom sieht zu.
Tom's watching.	Tom schaut sich das an.
Tom, answer me!	Tom, antworte mir!
Tom, don't die.	Stirb nicht, Tom.
Translate this.	Übersetze das!
Trust your gut.	Verlass dich auf dein Bauchgefühl!
Trust your gut.	Verlass dich auf deinen Bauch!
Try once again.	Versuchen Sie es noch einmal.
Try once again.	Versuch es noch einmal.
Try once again.	Versucht es noch mal.
Try this candy.	Probiere diese Süßigkeit.
Try this sauce.	Probiere einmal diese Soße.
Try this sauce.	Probiert diese Soße.
Try this sauce.	Probieren Sie diese Soße.
Turn left here.	Biege hier links ab.
Turn on the TV.	Schalte den Fernseher an.
Turn up the TV.	Mach den Fernseher lauter.
Turn up the TV.	Macht den Fernseher lauter.
Turn up the TV.	Machen Sie den Fernseher lauter.
Use your charm.	Lass deinen Charme spielen.
Wait, you guys.	Leute, wartet mal!
Walking is fun.	Ein Spaziergang macht Freude.
War isn't good.	Krieg ist nicht gut.
Was I too loud?	War ich zu laut?
Was Tom afraid?	Hatte Tom Angst?
Was Tom asleep?	Hat Tom geschlafen?
Was Tom caught?	Ist Tom geschnappt worden?
Was Tom caught?	Wurde Tom erwischt?
Was Tom crying?	Hat Tom geweint?
Was Tom killed?	Wurde Tom getötet?
Was that a yes?	War das ein Ja?
Wash your face.	Wasch dir das Gesicht.
Wash your feet.	Wasch deine Füße.
Wash your feet.	Wasche deine Füße.
Wash your feet.	Wasch dir die Füße.
Wash your neck.	Wasch dir den Hals!
Watch the road.	Pass auf die Straße auf!
Watch the road.	Passt auf die Straße auf!
Watch the road.	Passen Sie auf die Straße auf!
Watch yourself.	Pass auf dich auf.
Way to go, Tom!	Gut gemacht, Tom!
Way to go, Tom!	Weiter so, Tom!
Way to go, Tom!	Na toll, Tom!
We adopted Tom.	Wir haben Tom adoptiert.
We all knew it.	Wir wussten es alle.
We all know it.	Wir wissen es alle.
We all laughed.	Wir haben alle gelacht.
We already ate.	Wir haben schon gegessen.
We are at home.	Wir sind zu Hause.
We are cousins.	Wir sind Cousins.
We are doctors.	Wir sind Ärzte.
We aren't free.	Wir sind nicht frei.
We belong here.	Wir sind hier zu Hause.
We can do more.	Wir können mehr machen.
We can do this.	Wir können dies tun.
We can make it.	Wir können es schaffen.
We can proceed.	Wir können fortfahren.
We can't do it.	Wir können das nicht.
We can't do it.	Wir können es nicht.
We didn't sing.	Wir haben nicht gesungen.
We don't smoke.	Wir rauchen nicht.
We drank a lot.	Wir haben viel getrunken.
We exaggerated.	Wir haben übertrieben.
We fell asleep.	Wir sind eingeschlafen.
We forgave Tom.	Wir haben Tom vergeben.
We go tomorrow.	Wir fahren morgen ab.
We go way back.	Wir kennen uns schon ewig.
We got dressed.	Wir zogen uns an.
We got dressed.	Wir haben uns angezogen.
We got married.	Wir haben geheiratet.
We got married.	Wir haben uns vermählt.
We had a blast.	Wir hatten einen Mordsspaß.
We had a fight.	Wir hatten Streit.
We had to come.	Wir mussten kommen.
We had to stop.	Wir mussten anhalten.
We had to stop.	Wir mussten aufhören.
We had to walk.	Wir mussten zu Fuß gehen.
We have a farm.	Wir haben einen Bauernhof.
We have a plan.	Wir haben einen Plan.
We have enough.	Wir haben genug.
We have guests.	Wir haben Gäste.
We have guests.	Wir haben Besuch.
We have it all.	Wir haben alles.
We have to eat.	Wir müssen essen.
We heard shots.	Wir haben Schüsse gehört.
We helped them.	Wir haben ihnen geholfen.
We ignored Tom.	Wir haben Tom ignoriert.
We knew enough.	Wir wussten genug.
We knew no one.	Wir kannten keinen.
We know enough.	Wir wissen genug.
We know it now.	Wir wissen es jetzt.
We laugh a lot.	Wir lachen viel.
We love coffee.	Wir lieben Kaffee.
We made him go.	Wir haben ihn dazu gebracht zu gehen.
We met earlier.	Wir sind uns schon einmal begegnet.
We must attack.	Wir müssen angreifen.
We need a hero.	Wir brauchen einen Helden.
We need a plan.	Wir brauchen einen Plan.
We need a taxi.	Wir brauchen ein Taxi.
We need it now.	Wir brauchen es jetzt.
We need to eat.	Wir müssen essen.
We need to win.	Wir müssen gewinnen.
We needed help.	Wir brauchten Hilfe.
We needed time.	Wir brauchten Zeit.
We never agree.	Wir sind uns nie einig.
We only kissed.	Wir haben uns nur geküsst.
We owe you one.	Du hast was gut bei uns.
We owe you one.	Ihr habt was gut bei uns.
We owe you one.	Sie haben was gut bei uns.
We paid for it.	Wir haben dafür bezahlt.
We respect Tom.	Wir respektieren Tom.
We respect her.	Wir respektieren sie.
We respect him.	Wir respektieren ihn.
We saw it, too.	Wir haben es auch gesehen.
We seldom sing.	Wir singen selten.
We shook hands.	Wir gaben uns die Hand.
We study music.	Wir studieren Musik.
We surrendered.	Wir kapitulierten.
We tricked Tom.	Wir haben Tom ausgetrickst.
We trusted Tom.	Wir vertrauten Tom.
We trusted Tom.	Wir haben Tom vertraut.
We visited Tom.	Wir haben Tom besucht.
We volunteered.	Wir meldeten uns freiwillig.
We volunteered.	Wir haben uns freiwillig gemeldet.
We walked here.	Wir sind hier gegangen.
We walked here.	Wir sind zu Fuß gekommen.
We went by bus.	Wir sind mit dem Bus gefahren.
We went by bus.	Wir fuhren mit dem Bus.
We went skiing.	Wir sind Schi fahren gegangen.
We went skiing.	Wir sind Ski fahren gegangen.
We were eating.	Wir haben gegessen.
We were eating.	Wir waren gerade am Essen.
We were hungry.	Wir waren hungrig.
We were robbed.	Wir wurden ausgeraubt.
We were robbed.	Wir sind ausgeraubt worden.
We were scared.	Wir hatten Angst.
We were wasted.	Wir waren ganz schön besoffen.
We were wasted.	Wir waren sternhagelvoll.
We won't do it.	Wir werden es nicht tun.
We'd like that.	Das hätten wir gerne.
We'll be happy.	Wir werden glücklich sein.
We'll be there.	Wir werden dort sein.
We'll bury you.	Wir werden dich begraben.
We'll call Tom.	Wir werden Tom anrufen.
We'll call you.	Wir rufen Sie an.
We'll call you.	Wir rufen dich an.
We'll call you.	Wir rufen dich.
We'll call you.	Wir rufen Sie.
We'll continue.	Wir werden fortfahren.
We'll continue.	Wir werden weitermachen.
We'll do great.	Wir werden das gut machen.
We'll find Tom.	Wir werden Tom finden.
We'll find out.	Wir werden es herausbekommen.
We'll fix that.	Wir bringen das in Ordnung.
We'll fix this.	Wir bringen das in Ordnung.
We'll help you.	Wir werden dir helfen.
We'll help you.	Wir werden Ihnen helfen.
We'll help you.	Wir werden euch helfen.
We'll kill you.	Wir werden dich töten.
We'll kill you.	Wir werden Sie töten.
We'll kill you.	Wir werden euch töten.
We'll meet Tom.	Wir werden Tom treffen.
We'll miss Tom.	Wir werden Tom vermissen.
We'll miss you.	Wir werden Sie vermissen.
We'll miss you.	Wir werden dich vermissen.
We'll paint it.	Wir werden es anmalen.
We'll show Tom.	Wir werden es Tom zeigen.
We'll stop Tom.	Wir werden Tom stoppen.
We'll stop you.	Wir werden es verhindern.
We'll stop you.	Wir werden dich stoppen.
We'll stop you.	Wir werden dich aufhalten.
We'll tell Tom.	Wir werden es Tom sagen.
We're a family.	Wir sind eine Familie.
We're all done.	Wir sind ganz fertig.
We're all here.	Wir sind alle hier.
We're all here.	Wir sind alle da.
We're brothers.	Wir sind Brüder.
We're busy now.	Wir sind jetzt beschäftigt.
We're confused.	Wir sind verwirrt.
We're creative.	Wir sind kreativ.
We're decisive.	Wir sind entschlossen.
We're divorced.	Wir sind geschieden.
We're doing OK.	Es geht uns gut.
We're drinking.	Wir trinken.
We're escaping.	Wir sind dabei zu entkommen.
We're famished.	Wir verhungern.
We're famished.	Wir sind am Verhungern.
We're famished.	Wir fallen vor Hunger um.
We're fighting.	Wir kämpfen.
We're fine now.	Uns geht es jetzt gut.
We're flexible.	Wir sind flexibel.
We're free now.	Wir sind jetzt frei.
We're geniuses.	Wir sind Genies.
We're going in.	Wir gehen rein.
We're grateful.	Wir sind dankbar.
We're helpless.	Wir sind hilflos.
We're homeless.	Wir sind obdachlos.
We're horrible.	Wir sind fürchterlich.
We're horrible.	Wir sind schrecklich.
We're innocent.	Wir sind unschuldig.
We're managing.	Wir kommen zurecht.
